Query,Data,Singlequotes,Doublequotes,Punctuations,1-linecmt,Mulline-cmt,Spaces,Safekywrd,Harmflkywrd,Percentages,Log_oprtr,Operator,Nulls,Hex-dec,Db_info,Roles,Ntwr_cmds,Lang_cmds,Alphabets,Digits,Spl_char,Label
SELECT relationship ( s )  FROM production SELECT almost FROM wall,1,0,0,2,0,0,11,3,0,0,1,1,0,0,0,0,0,2,53,0,0,0
"INSERT INTO actually  ( sides, year, recognize )  VALUES  ( 'gravity', 'use', 'thumb' )  ",1,6,0,14,0,0,14,4,0,0,3,3,0,0,0,0,0,1,57,0,6,0
SELECT * FROM Customers  WHERE Country = 'Germany'  AND City = 'Berlin';,1,4,0,5,0,0,12,4,0,0,4,7,0,0,0,0,0,1,51,0,4,0
SELECT * FROM flat FETCH FIRST 3 ROWS ONLY,1,0,0,0,0,0,9,1,0,0,0,1,0,0,0,0,0,1,32,1,0,0
SELECT * FROM control,1,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,17,0,0,0
"  SELECT long AS point, birth AS [clean]  FROM child",1,0,0,3,0,0,9,2,2,0,1,1,0,0,0,0,0,1,38,0,0,0
SELECT * FROM them FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0,0,10,1,0,0,0,1,0,0,0,0,0,1,39,2,0,0
"  SELECT typical,look,shells FROM below LEFT JOIN Orders ON border.moodID =  accurate.although ORDER BY studying.purpose",1,0,0,5,0,0,14,8,0,0,5,6,0,0,0,0,0,1,98,0,0,0
SELECT * FROM by WHERE quickly = 'pain' LIMIT 3,1,2,0,2,0,0,10,2,0,0,1,3,0,0,0,0,0,1,33,1,2,0
SELECT * FROM proper WHERE    NOT built = 'well',1,2,0,2,0,0,9,1,0,0,1,3,0,0,0,0,0,1,33,0,2,0
"   SELECT Employees.connected, COUNT ( Orders.grownID )  AS flowerFROM    ( OrdersINNER JOIN middle ON Orders.cityID  =  Employees.remarkableID ) ",1,0,0,9,0,0,17,7,1,0,5,6,0,0,0,0,0,1,110,0,0,0
SELECT REVERSE ( CustomerName )  FROM Customers;,1,0,0,3,0,0,7,1,0,0,0,0,0,0,0,0,0,1,38,0,0,0
SELECT * FROM [Brazil   Customers];,1,0,0,3,0,0,5,1,0,0,0,1,0,0,0,0,0,1,25,0,0,0
SELECT soap ( s FROM exact RIGHT JOIN,1,0,0,1,0,0,8,3,0,0,1,1,0,0,0,0,0,1,29,0,0,0
SELECT AVG ( Price ) FROM broke,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,23,0,0,0
"   SELECT COUNT ( CustomerID ) , CountryFROM CustomersGROUP BY Country;",1,0,0,4,0,0,10,2,0,0,0,0,0,0,0,0,0,1,55,0,0,0
SELECT Count ( * )  AS primitive,1,0,0,2,0,0,7,1,1,0,0,1,0,0,0,0,0,1,22,0,0,0
"   SELECT region, difference+ ', ' + mighty+ ' ' + ago+ ', ' + brain AS angle  FROM identity",1,6,0,9,0,0,19,2,1,0,1,7,0,0,0,0,0,1,55,0,6,0
SELECT * FROM sky WHERE ever = 'baseball'  OR worse = 'grow',1,4,0,4,0,0,12,4,1,0,3,6,0,0,0,0,0,1,41,0,4,0
"   SELECT perfectly,fear,rhythm,sharp,handsome     (  (  forgot JOIN type ON broke.greatly =  older.pack )   INNER JOIN buffaloON Orders.prize =  enough.courtID ) ",1,0,0,12,0,0,19,9,0,0,8,10,0,0,0,0,0,1,117,0,0,0
SELECT alive ( s ) FROM gulf INNER JOIN,1,0,0,2,0,0,9,4,0,0,2,2,0,0,0,0,0,1,29,0,0,0
"  SELECT SUBSTRING_INDEX ( ""www.w3schools.com"", ""."", 2 ) ;",1,0,4,12,0,0,8,3,0,0,2,2,0,0,0,0,0,1,34,2,4,0
SELECT * FROM forth WHERE Price NOT BETWEEN 10 AND 20,1,0,0,0,0,0,11,3,0,0,5,6,0,0,0,0,0,1,38,4,0,0
SELECT * FROM piece WHERE raw = 'wide'  AND  ( brass = 'hat' OR newspaper = 'understanding' ) ,1,6,0,8,0,0,18,5,1,0,6,10,0,0,0,0,0,1,62,0,6,0
SELECT * FROM them WHERE money = 'straight' LIMIT 3,1,2,0,2,0,0,10,1,0,0,0,2,0,0,0,0,0,1,37,1,2,0
SELECT * FROM rise FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM proper,1,0,0,0,0,0,15,2,0,0,0,2,0,0,0,0,0,2,58,3,0,0
SELECT AVG ( later )  FROM gray  SELECT SUM ( salmon ) ,1,0,0,4,0,0,12,2,0,0,0,0,0,0,0,0,0,2,37,0,0,0
SELECT * FROM individual WHERE situation NOT LIKE 'ship%',1,2,0,2,0,0,9,3,0,1,3,5,0,0,0,0,0,1,45,0,2,0
SELECT DISTINCT corner FROM shore,1,0,0,0,0,0,5,4,0,0,3,3,0,0,0,0,0,1,29,0,0,0
SELECT top FROM noun UNION ALL SELECT naturally FROM rhythm ORDER BY dozen,1,0,0,0,0,0,13,8,0,0,3,3,0,0,0,0,0,2,62,0,0,0
SELECT AVG ( lion ) FROM this,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,21,0,0,0
"  SELECT sunlight AS small, threw AS [familiar]  FROM store",1,0,0,3,0,0,9,3,2,0,2,2,0,0,0,0,0,1,45,0,0,0
SELECT TOP 3 * FROM worker WHERE ancient = 'typical' SELECT * FROM life,1,2,0,2,0,0,14,3,0,0,1,4,0,0,0,0,0,2,52,1,2,0
SELECT * FROM sum WHERE say = 'courage' FETCH FIRST 3 ROWS ONLY,1,2,0,2,0,0,13,1,0,0,0,2,0,0,0,0,0,1,46,1,2,0
"  SELECT * FROM independent WHERE forty NOT IN  ( 'rays', 'bone', 'swung' )  ",1,6,0,10,0,0,13,4,0,0,4,5,0,0,0,0,0,1,49,0,6,0
SELECT * FROM  ( SELECT brick FROM sure ) ,1,0,0,2,0,0,9,2,0,0,0,1,0,0,0,0,0,2,29,0,0,0
SELECT * FROM Categories;*/,1,0,0,1,0,1,4,2,0,0,1,4,0,0,0,0,0,1,20,0,0,0
SELECT * FROM cold 3,1,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,1,14,1,0,0
SELECT COUNT ( regular ) FROM clean,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,27,0,0,0
SELECT * FROM evidence WHERE then NOT LIKE 'memory%',1,2,0,2,0,0,9,3,0,1,3,5,0,0,0,0,0,1,40,0,2,0
 UPDATE tune SET alphabet = 'fought'WHERE spent = 'seed',1,4,0,4,0,0,9,3,0,0,0,2,0,0,0,0,0,1,41,0,4,0
SELECT * FROM entire WHERE soldier BETWEEN '1996-07-01' AND '1996-07-31',1,4,0,8,0,0,10,2,0,0,3,8,0,0,0,0,0,1,38,16,4,0
"  SELECT HOUR ( ""838:59:59"" ) ;",1,0,2,7,0,0,6,1,0,0,0,0,0,0,0,0,0,1,10,7,2,0
SELECT MIN ( age )  AS basic FROM because,1,0,0,2,0,0,9,2,2,0,1,1,0,0,0,0,0,1,30,0,0,0
"  SELECT Orders.canalrID, Employees.pitch, Employees.slightly FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.elseID ORDER BY Orders.promisedID",1,0,0,8,0,0,15,9,0,0,6,7,0,0,0,0,0,1,135,0,0,0
"  SELECT Orders.presentrID, Employees.bent, Employees.mathematics FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.shareID ORDER BY Orders.dependID",1,0,0,8,0,0,15,9,0,0,6,7,0,0,0,0,0,1,138,0,0,0
SELECT order ( s )  FROM continued LEFT JOIN,1,0,0,2,0,0,9,5,0,0,3,3,0,0,0,0,0,1,33,0,0,0
SELECT * FROM sun  WHERE me NOT LIKE '[mental]%',1,2,0,4,0,0,9,2,0,1,2,4,0,0,0,0,0,1,33,0,2,0
SELECT MIN ( air )  AS refer FROM refused,1,0,0,2,0,0,9,2,1,0,1,1,0,0,0,0,0,1,30,0,0,0
SELECT * FROM age,1,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,13,0,0,0
SELECT * FROM wp_posts WHERE ID  =  262311 LIMIT 1,1,0,0,0,0,0,10,1,0,0,0,2,0,0,0,0,0,1,29,7,0,0
SELECT Count ( * )  AS army,1,0,0,2,0,0,7,1,1,0,0,1,0,0,0,0,0,1,17,0,0,0
" SELECT column_name ( s )  FROM drink,bank",1,0,0,3,0,0,7,2,0,0,1,1,0,0,0,0,0,1,30,0,0,0
"  SELECT thinkID AS ID, dry AS him FROM finally",1,0,0,1,0,0,9,4,2,0,3,3,0,0,0,0,0,1,36,0,0,0
SELECT SupplierName FROM Suppliers,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,31,0,0,0
SELECT additional ( s )  FROM depend UNION,1,0,0,2,0,0,8,3,0,0,0,0,0,0,0,0,0,1,32,0,0,0
SELECT MIN ( large )  AS hardly FROM century,1,0,0,2,0,0,9,2,1,0,1,1,0,0,0,0,0,1,33,0,0,0
SELECT TOP 50 PERCENT * FROM instance SELECT * FROM widely FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM pack,1,0,0,0,0,0,22,4,0,0,1,4,0,0,0,0,1,3,86,5,0,0
SELECT war ( s )  FROM daughter FULL OUTER JOIN,1,0,0,2,0,0,10,3,0,0,1,1,0,0,0,0,0,1,35,0,0,0
" SELECT column_name ( s )  FROM old,triangle",1,0,0,3,0,0,7,1,0,0,0,0,0,0,0,0,0,1,32,0,0,0
SELECT * FROM lady FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM taste,1,0,0,0,0,0,16,2,1,0,0,2,0,0,0,0,0,2,57,3,0,0
SELECT COUNT ( DISTINCT swim )  FROM anything,1,0,0,2,0,0,8,4,0,0,3,3,0,0,0,0,0,1,35,0,0,0
SELECT TOP 3 * FROM finally WHERE student = 'own',1,2,0,2,0,0,10,3,0,0,2,4,0,0,0,0,0,1,35,1,2,0
"   SELECT those,separate,yellow,rhyme,front     (  (  son JOIN sleep ON nothing.am =  border.weak )   INNER JOIN fourthON Orders.afraid =  poor.poorID ) ",1,0,0,12,0,0,19,11,1,0,9,11,0,0,0,0,1,1,107,0,0,0
SELECT leaf ( s ) FROM medicine INNER JOIN,1,0,0,2,0,0,9,5,0,0,3,3,0,0,0,0,0,1,32,0,0,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 11514 )  ORDER BY meta_id ASC",1,0,0,4,0,0,16,5,1,0,2,2,0,0,0,0,0,1,71,5,0,0
SELECT * FROM want WHERE experience  BETWEEN 10 AND 20,1,0,0,0,0,0,10,2,0,0,3,4,0,0,0,0,0,1,39,4,0,0
SELECT nails ( s )  FROM sick LEFT JOIN,1,0,0,2,0,0,9,3,0,0,1,1,0,0,0,0,0,1,28,0,0,0
"   SELECT COUNT ( universe ) , hungry FROM log BY stretch",1,0,0,3,0,0,11,1,0,0,0,0,0,0,0,0,0,1,41,0,0,0
"  SELECT splitID AS ID, shorter AS he FROM list",1,0,0,1,0,0,9,2,2,0,1,1,0,0,0,0,0,1,36,0,0,0
SELECT COUNT ( several ) FROM stems,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,27,0,0,0
SELECT * FROM rather WHERE gather LIKE '%heard%',1,2,0,2,0,0,8,2,0,2,1,4,0,0,0,0,0,1,36,0,2,0
SELECT * FROM column WHERE captain NOT BETWEEN 'dear' AND 'variety',1,4,0,4,0,0,11,3,0,0,5,6,0,0,0,0,0,1,52,0,4,0
SELECT her ( s )  FROM fox UNION ALL,1,0,0,2,0,0,9,4,0,0,1,1,0,0,0,0,0,1,25,0,0,0
SELECT COUNT ( wonder ) FROM use,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,24,0,0,0
SELECT shout ( s )  FROM themselves,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,26,0,0,0
SELECT dirty ( s )  FROM search SELECT who FROM think,1,0,0,2,0,0,11,3,0,0,1,1,0,0,0,0,0,2,40,0,0,0
SELECT WEEKOFYEAR ( CURDATE (   )  )  ;,1,0,0,5,0,0,8,1,0,0,0,0,0,0,0,0,0,1,23,0,0,0
SELECT * FROM mainly,1,0,0,0,0,0,4,2,0,0,1,2,0,0,0,0,0,1,16,0,0,0
 UPDATE sink SET fastened = 'shaking'WHERE conversation = 'storm',1,4,0,4,0,0,9,6,1,0,3,5,0,0,0,0,0,1,50,0,4,0
SELECT TOP 50 PERCENT * FROM western,1,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,1,27,2,0,0
--SELECT * FROM Customers;,1,0,0,3,0,0,4,1,0,0,0,3,0,0,0,0,0,1,19,0,0,0
"INSERT INTO rapidly  ( afraid, softly, depth )  VALUES  ( 'local', 'rise', 'exercise' )  ",1,6,0,14,0,0,14,3,0,0,2,2,0,0,0,0,0,1,57,0,6,0
SELECT option_value FROM wp_options WHERE option_name  =  '_options_footer_button_2_text' LIMIT 1,1,2,0,2,0,0,10,1,0,0,0,1,0,0,0,0,0,1,73,2,2,0
SELECT TOP 3 * FROM influence WHERE rear = 'straight' SELECT * FROM specific,1,2,0,2,0,0,14,3,0,0,1,4,0,0,0,0,0,2,57,1,2,0
SELECT Count ( * )  AS dried,1,0,0,2,0,0,7,1,1,0,0,1,0,0,0,0,0,1,18,0,0,0
SELECT AVG ( climb ) FROM lovely,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,24,0,0,0
SELECT DISTINCT year FROM ground,1,0,0,0,0,0,5,2,0,0,1,1,0,0,0,0,0,1,28,0,0,0
SELECT * FROM  ( SELECT wrapped FROM recall ) ,1,0,0,2,0,0,9,3,1,0,1,2,0,0,0,0,0,3,33,0,0,0
SELECT TOP 3 * FROM chart WHERE moment = 'house' SELECT * FROM nearly,1,2,0,2,0,0,14,2,1,0,0,3,0,0,0,0,0,2,50,1,2,0
SELECT neighbor ( s )  FROM wide UNION ALL,1,0,0,2,0,0,9,5,0,0,2,2,0,0,0,0,0,1,31,0,0,0
SELECT * FROM surface WHERE trap = 'iron',1,2,0,2,0,0,8,1,0,0,0,2,0,0,0,0,0,1,30,0,2,0
SELECT MIN ( using )  AS rays FROM later,1,0,0,2,0,0,9,3,1,0,2,2,0,0,0,0,0,1,29,0,0,0
SELECT * FROM nearly,1,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,16,0,0,0
SELECT * FROM spider FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0,0,10,1,0,0,0,1,0,0,0,0,0,1,41,2,0,0
 UPDATE rain SET correctly = 'deal'WHERE dry = 'herself',1,4,0,4,0,0,9,5,0,0,2,4,0,0,0,0,0,1,41,0,4,0
SELECT Count ( * )  AS thing,1,0,0,2,0,0,7,2,1,0,1,2,0,0,0,0,0,1,18,0,0,0
SELECT * FROM should WHERE rear = 'divide',1,2,0,2,0,0,8,1,0,0,0,2,0,0,0,0,0,1,31,0,2,0
SELECT * FROM news WHERE where  BETWEEN 10 AND 20,1,0,0,0,0,0,10,2,0,0,3,4,0,0,0,0,0,1,34,4,0,0
"INSERT INTO belong ( route, collect, desert, bowl, smooth, threw )  VALUES  ( 'spread', 'weigh'. forty', 'fear', 'loss', 'apartment', 'studied' )  ",1,13,0,28,0,0,21,4,0,0,3,3,0,0,0,0,0,1,95,0,13,0
SELECT * FROM die FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0,0,10,1,0,0,0,1,0,0,0,0,0,1,38,2,0,0
SELECT * FROM case  WHERE finest NOT LIKE '[location]%',1,2,0,4,0,0,9,3,1,1,3,5,0,0,0,0,0,1,40,0,2,0
SELECT tower ( s )  FROM sometime UNION,1,0,0,2,0,0,8,3,0,0,1,1,0,0,0,0,0,1,29,0,0,0
SELECT * FROM copy WHERE rough NOT LIKE 'two%',1,2,0,2,0,0,9,2,0,1,2,4,0,0,0,0,0,1,34,0,2,0
SELECT * FROM poem  WHERE brush NOT LIKE '[furniture]%',1,2,0,4,0,0,9,2,0,1,2,4,0,0,0,0,0,1,40,0,2,0
SELECT COUNT ( cake ) FROM porch,1,0,0,2,0,0,7,2,0,0,1,1,0,0,0,0,0,1,24,0,0,0
SELECT TOP 50 PERCENT * FROM customs,1,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,1,27,2,0,0
SELECT COUNT ( value )  FROM tea,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,23,0,0,0
SELECT * FROM rhythm WHERE strength = 'widely'  AND City = 'supply',1,4,0,4,0,0,12,2,0,0,2,5,0,0,0,0,0,1,48,0,4,0
SELECT * FROM thus,1,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,14,0,0,0
SELECT COUNT ( die )  FROM syllable,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,26,0,0,0
SELECT zero ( s )  FROM rabbit SELECT travel FROM industry,1,0,0,2,0,0,11,3,0,0,1,1,0,0,0,0,0,2,45,0,0,0
SELECT * FROM current ORDER BY blind DESC,1,0,0,0,0,0,8,5,0,0,2,3,0,0,0,0,0,1,33,0,0,0
SELECT * FROM began,1,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,15,0,0,0
SELECT * FROM thumb ORDER BY belong,1,0,0,0,0,0,7,3,0,0,1,2,0,0,0,0,0,1,28,0,0,0
SELECT COUNT ( excellent )  FROM dropped,1,0,0,2,0,0,7,1,1,0,0,0,0,0,0,0,0,2,31,0,0,0
 UPDATE teacher SET occasionally = 'move'WHERE conversation = 'deer',1,4,0,4,0,0,9,4,1,0,1,3,0,0,0,0,0,1,53,0,4,0
SELECT * FROM tears WHERE which BETWEEN stiff09/01/1996report AND pride15/31/1996bare,1,0,0,0,0,0,10,3,0,0,4,9,0,0,0,0,0,1,55,16,0,0
SELECT * FROM dog 3 SELECT * FROM gave,1,0,0,0,0,0,9,2,0,0,0,2,0,0,0,0,0,2,27,1,0,0
SELECT COUNT ( DISTINCT kitchen )  FROM tired,1,0,0,2,0,0,8,2,0,0,1,1,0,0,0,0,0,1,35,0,0,0
SELECT AVG ( ready ) FROM pure SELECT SUM ( chapter ) ,1,0,0,4,0,0,12,2,0,0,0,0,0,0,0,0,0,2,38,0,0,0
"  SELECT Orders.againrID, Employees.might, Employees.religious FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.fightID ORDER BY Orders.structureID",1,0,0,8,0,0,15,10,0,0,7,8,0,0,0,0,0,1,138,0,0,0
"  SELECT tape,piano,fed FROM sale LEFT JOIN Orders ON pair.particularlyID =  arm.poem ORDER BY changing.think",1,0,0,5,0,0,14,8,0,0,5,6,0,0,0,0,0,1,87,0,0,0
SELECT lay ( s )  FROM shine SELECT victory ( s ) ,1,0,0,4,0,0,12,4,0,0,2,2,0,0,0,0,0,2,33,0,0,0
"  UPDATE road SET separate =  'particular', City =  'freedom' WHERE chapter =  favorite",1,4,0,5,0,0,13,4,0,0,1,4,0,0,0,0,0,1,62,0,4,0
"  SELECT Orders.fallenrID, Employees.ranch, Employees.worry FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.heldID ORDER BY Orders.biteID",1,0,0,8,0,0,15,11,0,0,8,9,0,0,0,0,0,1,129,0,0,0
"   SELECT low,bound,develop,kill,older     (  (  string JOIN beyond ON youth.speed =  studying.bend )   INNER JOIN masterON Orders.feel =  greatly.trackID ) ",1,0,0,12,0,0,19,9,1,0,6,8,0,0,0,0,0,1,111,0,0,0
"  SELECT Orders.partyrID, Employees.your, Employees.roar FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.centralID ORDER BY Orders.deadID",1,0,0,8,0,0,15,9,0,0,6,7,0,0,0,0,0,1,129,0,0,0
SELECT * FROM pour WHERE stand BETWEEN '1996-07-01' AND '1996-07-31',1,4,0,8,0,0,10,3,0,0,5,10,0,0,0,0,0,1,34,16,4,0
"INSERT INTO down  ( myself, important, coal )  VALUES  ( 'while', 'scientific', 'fourth' )  ",1,6,0,14,0,0,14,4,0,0,3,3,0,0,0,0,0,1,60,0,6,0
"SELECT * FROM smoke WHERE organization BETWEEN ""its"" AND    ""leave""",1,0,4,4,0,0,10,3,0,0,4,5,0,0,0,0,0,1,50,0,4,0
SELECT * FROM cream 3 SELECT * FROM cloth,1,0,0,0,0,0,9,2,0,0,0,2,0,0,0,0,0,2,30,1,0,0
SELECT option_value FROM wp_options WHERE option_name  =  '_houzez_property_status_3142' LIMIT 1,1,2,0,2,0,0,10,1,0,0,0,1,0,0,0,0,0,1,70,5,2,0
SELECT * FROM grow WHERE allow = 'event'  AND  ( height = 'before' OR cover = 'listen' ) ,1,6,0,8,0,0,18,5,0,0,5,9,0,0,0,0,0,1,57,0,6,0
SELECT diagram FROM service UNION SELECT independent FROM desert ORDER BY furniture,1,0,0,0,0,0,12,7,0,0,2,2,0,0,0,0,0,2,72,0,0,0
SELECT * FROM news WHERE gently NOT LIKE '[paper]%',1,2,0,4,0,0,9,2,0,1,2,4,0,0,0,0,0,1,37,0,2,0
" SELECT column_name ( s )  FROM tube,would",1,0,0,3,0,0,7,1,0,0,0,0,0,0,0,0,0,1,30,0,0,0
"  SELECT trail,land,tent FROM low LEFT JOIN Orders ON library.nationalID =  lot.eventually ORDER BY fine.red",1,0,0,5,0,0,14,9,0,0,7,8,0,0,0,0,0,1,86,0,0,0
SELECT TOP 3 * FROM somehow,1,0,0,0,0,0,6,1,0,0,1,2,0,0,0,0,0,1,20,1,0,0
SELECT COUNT ( giantID ) FROM sick,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,26,0,0,0
 UPDATE flame SET wish = 'mouth'WHERE lovely = 'cave',1,4,0,4,0,0,9,3,0,0,0,2,0,0,0,0,0,1,38,0,4,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 69244 )  ORDER BY meta_id ASC",1,0,0,4,0,0,16,5,1,0,2,2,0,0,0,0,0,1,71,5,0,0
SELECT AVG ( sit ) FROM terrible SELECT SUM ( mass ) ,1,0,0,4,0,0,12,2,1,0,0,0,0,0,0,0,0,2,37,0,0,0
"   SELECT prepare, worth+ ', ' + composed+ ' ' + respect+ ', ' + close AS eat  FROM right",1,6,0,9,0,0,19,2,1,0,1,7,0,0,0,0,0,1,52,0,6,0
"  UPDATE steady SET palace =  'exercise', City =  'trick' WHERE cast =  probably",1,4,0,5,0,0,13,3,1,0,0,3,0,0,0,0,0,1,55,0,4,0
SELECT * FROM still WHERE    NOT particular = 'sometime',1,2,0,2,0,0,9,1,0,0,2,4,0,0,0,0,0,1,41,0,2,0
"  UPDATE very SET anywhere =  'pressure', City =  'couple' WHERE pay =  but",1,4,0,5,0,0,13,4,0,0,1,4,0,0,0,0,0,1,50,0,4,0
SELECT * FROM east WHERE tightly = 'lady' FETCH FIRST 3 ROWS ONLY,1,2,0,2,0,0,13,1,1,0,0,2,0,0,0,0,0,1,48,1,2,0
SELECT * FROM gather WHERE scared NOT LIKE 'cap%',1,2,0,2,0,0,9,2,0,1,2,4,0,0,0,0,0,1,37,0,2,0
"  SELECT DAYOFYEAR ( ""2017-06-15"" ) ;",1,0,2,7,0,0,6,1,0,0,0,2,0,0,0,0,0,1,15,8,2,0
"   SELECT method,success,desk,buy,grandmother     (  (  subject JOIN language ON pile.bat =  pile.such )   INNER JOIN organizationON Orders.alike =  dish.fillID ) ",1,0,0,12,0,0,19,10,0,0,8,10,0,0,0,0,0,1,117,0,0,0
"  SELECT SUBSTRING ( ""SQL Tutorial"", 5, 3 )  AS ExtractString;",1,0,2,7,0,0,10,4,1,0,3,3,0,0,0,0,0,1,41,2,2,0
SELECT * FROM element 3,1,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,1,17,1,0,0
"   SELECT Employees.can, COUNT ( Orders.shakingID )  AS waitFROM    ( OrdersINNER JOIN dull ON Orders.tiredID  =  Employees.saddleID ) ",1,0,0,9,0,0,17,8,1,0,6,7,0,0,0,0,0,1,99,0,0,0
SELECT MIN ( own )  AS window FROM had,1,0,0,2,0,0,9,3,1,0,2,2,0,0,0,0,0,1,27,0,0,0
SELECT warm ( s )  FROM animal UNION,1,0,0,2,0,0,8,3,0,0,0,0,0,0,0,0,0,1,26,0,0,0
SELECT * FROM port WHERE goes NOT BETWEEN 'some' AND 'underline',1,4,0,4,0,0,11,4,0,0,7,8,0,0,0,0,0,1,49,0,4,0
SELECT DISTINCT rose FROM public,1,0,0,0,0,0,5,2,0,0,1,1,0,0,0,0,0,1,28,0,0,0
"   SELECT COUNT ( studying ) , program FROM score BY former",1,0,0,3,0,0,11,4,0,0,3,3,0,0,0,0,0,1,43,0,0,0
SELECT COUNT ( that )  FROM wealth,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,25,0,0,0
SELECT sail ( s )  FROM mouse UNION ALL,1,0,0,2,0,0,9,4,0,0,1,1,0,0,0,0,0,1,28,0,0,0
SELECT * FROM basic WHERE please BETWEEN '1996-07-01' AND '1996-07-31',1,4,0,8,0,0,10,2,2,0,3,8,0,0,0,0,0,1,36,16,4,0
"  SELECT richID AS ID, bee AS vapor FROM mountain",1,0,0,1,0,0,9,3,2,0,2,2,0,0,0,0,0,1,38,0,0,0
DELETE FROM river WHERE furniture = 'record',1,2,0,2,0,0,7,1,1,0,1,2,0,0,0,0,0,1,35,0,2,0
SELECT tears FROM gain,1,0,0,0,0,0,4,2,0,0,1,1,0,0,0,0,0,1,19,0,0,0
"  SELECT development,mountain,dirty FROM at LEFT JOIN Orders ON exchange.wonID =  kill.cover ORDER BY between.clothing",1,0,0,5,0,0,14,8,0,0,6,7,0,0,0,0,0,1,96,0,0,0
SELECT COUNT ( adultID ) FROM visitor,1,0,0,2,0,0,7,2,0,0,1,1,0,0,0,0,0,1,29,0,0,0
"   SELECT prize, cold, lifeFROM tree WHERE throat  IS NOT NULL",1,0,0,2,0,0,10,1,0,0,1,1,1,0,0,0,0,1,47,0,0,0
SELECT COUNT ( doctor ) FROM later,1,0,0,2,0,0,7,2,0,0,1,1,0,0,0,0,0,1,26,0,0,0
SELECT * FROM grandmother WHERE during LIKE '%blind%',1,2,0,2,0,0,8,5,0,2,5,8,0,0,0,0,0,1,41,0,2,0
SELECT AVG ( system ) FROM fix SELECT SUM ( dull ) ,1,0,0,4,0,0,12,2,1,0,0,0,0,0,0,0,0,2,35,0,0,0
SELECT shelf FROM to,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,17,0,0,0
SELECT AVG ( Price ) FROM melted,1,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,24,0,0,0
SELECT atmosphere ( s )  FROM trap UNION,1,0,0,2,0,0,8,3,0,0,0,0,0,0,0,0,0,1,30,0,0,0
SELECT * FROM  ( SELECT like FROM simplest ) ,1,0,0,2,0,0,9,3,0,0,1,2,0,0,0,0,0,2,32,0,0,0
FROM  ( SELECT DISTINCT map FROM run ) ,1,0,0,2,0,0,8,2,0,0,1,1,0,0,0,0,0,1,28,0,0,0
SELECT * FROM  ( SELECT problem FROM exercise ) ,1,0,0,2,0,0,9,2,0,0,0,1,0,0,0,0,0,2,35,0,0,0
SELECT * FROM member WHERE final NOT LIKE '[indicate]%',1,2,0,4,0,0,9,4,0,1,4,6,0,0,0,0,0,1,41,0,2,0
UPDATE `wp_options` SET `option_value`  =  '0' WHERE `option_name`  =  'medium_large_size_h',1,4,0,4,0,0,10,3,0,0,0,2,0,0,0,0,0,1,60,1,4,0
SELECT * FROM street 3,1,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,1,16,1,0,0
SELECT * FROM leave ORDER BY musical,1,0,0,0,0,0,7,3,0,0,1,2,0,0,0,0,0,1,29,0,0,0
